transaction_id,sender_id,receiver_id,amount,currency,timestamp,channel,account_id
T0002694,P002766,P002056,10338.71,GBP,2025-06-24T05:22:25,mobile_wallet,ACC-P002766-0002694
T0002695,P000455,P000625,13084.89,USD,2025-04-18T23:57:19,mobile_wallet,ACC-P000455-0002695
T0002696,P001148,P000048,13288.67,USD,2025-12-04T11:14:57,crypto,ACC-P001148-0002696
T0002697,P002314,P000887,246.48,GBP,2025-11-29T20:17:20,crypto,ACC-P002314-0002697
T0002698,P000267,P002607,11015.37,EUR,2025-02-18T08:31:57,bank_transfer,ACC-P000267-0002698
T0002699,P000931,P001791,8588.36,GBP,2025-04-26T23:45:41,mobile_wallet,ACC-P000931-0002699
T0002700,P001583,P002433,10629.4,USD,2025-09-22T05:59:48,bank_transfer,ACC-P001583-0002700
T0002701,P003345,P001705,12136.76,EUR,2025-05-25T12:06:52,mobile_wallet,ACC-P003345-0002701
T0002702,P001812,P003322,14247.11,EUR,2025-05-15T13:35:40,bank_transfer,ACC-P001812-0002702
T0002703,P000505,P000165,3326.37,USD,2025-11-22T08:37:57,crypto,ACC-P000505-0002703
T0002704,P002423,P000943,969.64,GBP,2025-02-10T13:05:48,crypto,ACC-P002423-0002704
T0002705,P002032,P002422,14489.68,USD,2025-07-16T07:58:30,crypto,ACC-P002032-0002705
T0002706,P002459,P002159,1240.09,USD,2025-08-02T13:00:57,crypto,ACC-P002459-0002706
T0002707,P001548,P000038,14119.88,GBP,2025-11-02T12:37:30,bank_transfer,ACC-P001548-0002707
T0002708,P001480,P003480,3787.73,GBP,2025-08-21T06:33:46,cash,ACC-P001480-0002708
T0002709,P002663,P002313,11708.44,EUR,2025-09-30T05:29:55,crypto,ACC-P002663-0002709
T0002710,P001823,P000953,10363.14,USD,2025-09-05T12:11:28,crypto,ACC-P001823-0002710
T0002711,P000472,P002042,545.24,GBP,2025-01-21T11:59:48,bank_transfer,ACC-P000472-0002711
T0002712,P002794,P003134,15022.01,GBP,2025-07-04T02:37:26,crypto,ACC-P002794-0002712
T0002713,P000223,P000793,18753.91,GBP,2025-07-07T05:35:30,mobile_wallet,ACC-P000223-0002713
T0002714,P000339,P002585,1677.71,GBP,2025-04-27T04:54:59,cash,ACC-P000339-0002714
T0002715,P002348,P002898,19984.68,GBP,2025-11-26T14:24:02,mobile_wallet,ACC-P002348-0002715
T0002716,P001352,P001952,4397.51,USD,2025-01-15T03:17:49,mobile_wallet,ACC-P001352-0002716
T0002717,P002348,P001228,4603.78,GBP,2025-08-10T08:40:30,bank_transfer,ACC-P002348-0002717
T0002718,P001812,P001547,1699.75,USD,2025-02-09T04:25:16,mobile_wallet,ACC-P001812-0002718
T0002719,P001972,P003042,14234.51,GBP,2025-01-09T11:29:58,crypto,ACC-P001972-0002719
T0002720,P001776,P001846,15473.61,GBP,2025-07-19T15:20:28,mobile_wallet,ACC-P001776-0002720
T0002721,P003711,P000961,2816.45,EUR,2025-12-28T15:27:59,mobile_wallet,ACC-P003711-0002721
T0002722,P000551,P001961,4590.44,GBP,2025-02-24T20:11:43,crypto,ACC-P000551-0002722
T0002723,P001861,P000092,1272.81,GBP,2025-09-13T06:49:42,crypto,ACC-P001861-0002723
T0002724,P000982,P002352,13692.83,USD,2025-05-07T21:02:51,crypto,ACC-P000982-0002724
T0002725,P002366,P002586,14849.11,USD,2025-06-11T23:23:01,mobile_wallet,ACC-P002366-0002725
T0002726,P002343,P001143,7423.97,EUR,2025-10-11T14:26:17,bank_transfer,ACC-P002343-0002726
T0002727,P001936,P003236,10448.01,GBP,2025-02-19T04:05:05,mobile_wallet,ACC-P001936-0002727
T0002728,P001586,P000306,3804.76,EUR,2025-05-31T00:34:30,bank_transfer,ACC-P001586-0002728
T0002729,P000603,P000633,9716.93,EUR,2025-11-09T07:03:26,cash,ACC-P000603-0002729
T0002730,P002393,P000103,347.76,USD,2025-11-18T00:37:43,crypto,ACC-P002393-0002730
T0002731,P001519,P001789,5753.93,USD,2025-02-12T19:47:47,cash,ACC-P001519-0002731
T0002732,P004250,P003410,3383.96,EUR,2025-04-15T00:04:32,crypto,ACC-P004250-0002732
T0002733,P000242,P001092,10026.7,USD,2025-01-11T16:29:17,cash,ACC-P000242-0002733
T0002734,P003413,P000563,16777.97,USD,2025-05-28T19:30:34,crypto,ACC-P003413-0002734
T0002735,P001277,P002517,3972.37,USD,2025-03-09T17:31:56,bank_transfer,ACC-P001277-0002735
T0002736,P000655,P001625,17394.31,GBP,2025-09-22T03:37:55,crypto,ACC-P000655-0002736
T0002737,P001183,P003013,15961.83,USD,2025-11-02T17:08:45,bank_transfer,ACC-P001183-0002737
T0002738,P000254,P000154,8935.58,GBP,2025-10-26T23:47:08,mobile_wallet,ACC-P000254-0002738
T0002739,P001851,P003421,6638.98,USD,2025-03-13T05:05:07,mobile_wallet,ACC-P001851-0002739
T0002740,P000533,P000793,14173.43,USD,2025-05-13T01:17:40,bank_transfer,ACC-P000533-0002740
T0002741,P000591,P001291,9228.65,USD,2025-08-08T10:43:38,cash,ACC-P000591-0002741
T0002742,P002033,P003203,18982.53,EUR,2025-02-14T06:49:06,mobile_wallet,ACC-P002033-0002742
T0002743,P004062,P003144,4642.32,EUR,2025-10-29T10:52:06,crypto,ACC-P004062-0002743
T0002744,P000983,P001233,10222.21,USD,2025-04-08T00:14:14,crypto,ACC-P000983-0002744
T0002745,P001603,P003193,1326.83,GBP,2025-10-29T08:56:19,crypto,ACC-P001603-0002745
T0002746,P002674,P002214,6481.88,GBP,2025-07-04T22:58:42,bank_transfer,ACC-P002674-0002746
T0002747,P003373,P000303,7830.96,EUR,2025-08-15T13:29:04,mobile_wallet,ACC-P003373-0002747
T0002748,P002552,P001382,17130.54,EUR,2025-07-27T01:59:42,bank_transfer,ACC-P002552-0002748
T0002749,P002013,P004079,3059.0,EUR,2025-05-16T22:59:49,cash,ACC-P002013-0002749
T0002750,P000679,P002469,19519.52,USD,2025-01-05T00:18:21,mobile_wallet,ACC-P000679-0002750
T0002751,P004825,P002207,2117.3,EUR,2025-12-18T16:48:59,mobile_wallet,ACC-P004825-0002751
T0002752,P000046,P000506,4686.22,GBP,2025-07-15T23:56:27,bank_transfer,ACC-P000046-0002752
T0002753,P001464,P002004,15617.0,USD,2025-08-22T15:26:39,crypto,ACC-P001464-0002753
T0002754,P000091,P001401,13112.17,GBP,2025-06-12T00:20:12,bank_transfer,ACC-P000091-0002754
T0002755,P004122,P001424,1336.77,EUR,2025-08-10T16:08:17,cash,ACC-P004122-0002755
T0002756,P002116,P002366,10760.64,EUR,2025-08-30T11:59:01,crypto,ACC-P002116-0002756
T0002757,P001236,P002356,6965.54,USD,2025-01-23T02:02:05,bank_transfer,ACC-P001236-0002757
T0002758,P000716,P000736,9132.66,USD,2025-04-15T03:58:27,crypto,ACC-P000716-0002758
T0002759,P002634,P002924,7062.74,EUR,2025-05-16T22:25:30,crypto,ACC-P002634-0002759
T0002760,P002290,P001640,10027.38,GBP,2025-12-04T15:41:50,crypto,ACC-P002290-0002760
T0002761,P001466,P000146,15190.9,USD,2025-01-03T10:27:35,mobile_wallet,ACC-P001466-0002761
T0002762,P001454,P002024,18206.5,GBP,2025-08-14T07:39:18,cash,ACC-P001454-0002762
T0002763,P003104,P000404,19566.88,USD,2025-11-04T06:57:28,cash,ACC-P003104-0002763
T0002764,P000649,P000029,8130.59,USD,2025-03-26T21:51:03,mobile_wallet,ACC-P000649-0002764
T0002765,P000699,P002039,3032.43,EUR,2025-03-02T07:41:10,bank_transfer,ACC-P000699-0002765
T0002766,P000397,P001487,11788.21,EUR,2025-03-19T05:34:05,cash,ACC-P000397-0002766
T0002767,P002698,P001628,17699.25,GBP,2025-01-05T14:42:04,crypto,ACC-P002698-0002767
T0002768,P001571,P003191,13751.13,USD,2025-10-31T00:32:36,bank_transfer,ACC-P001571-0002768
T0002769,P002378,P000108,13623.47,USD,2025-12-28T04:13:00,bank_transfer,ACC-P002378-0002769
T0002770,P000255,P001415,18155.09,USD,2025-08-21T23:38:07,bank_transfer,ACC-P000255-0002770
T0002771,P002096,P000926,18607.22,EUR,2025-11-01T02:16:54,bank_transfer,ACC-P002096-0002771
T0002772,P002320,P003120,3020.46,EUR,2025-07-17T21:44:25,crypto,ACC-P002320-0002772
T0002773,P001545,P001705,10952.13,EUR,2025-08-26T21:20:18,cash,ACC-P001545-0002773
T0002774,P001582,P000482,14113.81,GBP,2025-03-09T14:21:32,crypto,ACC-P001582-0002774
T0002775,P002919,P001969,1398.63,EUR,2025-06-17T06:30:50,mobile_wallet,ACC-P002919-0002775
T0002776,P001722,P003372,11648.43,GBP,2025-03-24T07:58:06,bank_transfer,ACC-P001722-0002776
T0002777,P003026,P001986,9052.35,GBP,2025-10-29T15:45:56,mobile_wallet,ACC-P003026-0002777
T0002778,P002380,P000368,798.99,EUR,2025-03-14T12:47:26,bank_transfer,ACC-P002380-0002778
T0002779,P000292,P001662,16836.64,USD,2025-10-08T14:52:34,cash,ACC-P000292-0002779
T0002780,P001167,P002527,12479.52,GBP,2025-08-31T15:33:05,bank_transfer,ACC-P001167-0002780
T0002781,P000198,P002928,5667.93,USD,2025-01-27T17:42:42,bank_transfer,ACC-P000198-0002781
T0002782,P000465,P004263,575.31,GBP,2025-12-09T15:44:25,mobile_wallet,ACC-P000465-0002782
T0002783,P001067,P003087,1577.41,USD,2025-05-03T19:50:51,bank_transfer,ACC-P001067-0002783
T0002784,P002159,P000759,11366.75,USD,2025-11-12T18:44:21,bank_transfer,ACC-P002159-0002784
T0002785,P001456,P000456,6261.78,GBP,2025-06-14T22:05:42,cash,ACC-P001456-0002785
T0002786,P000852,P001233,3888.15,USD,2025-03-26T22:22:48,crypto,ACC-P000852-0002786
T0002787,P001538,P001218,1774.08,GBP,2025-08-02T04:21:28,crypto,ACC-P001538-0002787
T0002788,P001739,P002699,1734.5,USD,2025-09-02T03:28:21,cash,ACC-P001739-0002788
T0002789,P003214,P002274,9011.6,USD,2025-11-25T14:18:58,mobile_wallet,ACC-P003214-0002789
T0002790,P000177,P000237,5033.63,GBP,2025-10-15T10:06:32,crypto,ACC-P000177-0002790
T0002791,P000311,P001521,15974.5,EUR,2025-01-07T04:11:34,bank_transfer,ACC-P000311-0002791
T0002792,P002941,P000951,842.27,GBP,2025-12-29T08:36:00,crypto,ACC-P002941-0002792
T0002793,P003432,P003172,5938.71,EUR,2025-10-06T03:05:31,mobile_wallet,ACC-P003432-0002793
T0002794,P003062,P003382,17420.88,USD,2025-10-24T16:48:22,crypto,ACC-P003062-0002794
T0002795,P001303,P002093,14856.56,EUR,2025-11-23T23:21:09,mobile_wallet,ACC-P001303-0002795
T0002796,P002392,P002102,894.54,EUR,2025-02-05T06:20:57,cash,ACC-P002392-0002796
T0002797,P000332,P002972,8444.29,USD,2025-02-13T10:35:48,cash,ACC-P000332-0002797
T0002798,P000535,P001315,3098.48,GBP,2025-08-23T16:05:00,crypto,ACC-P000535-0002798
T0002799,P002562,P000782,1479.56,GBP,2025-05-27T16:16:51,bank_transfer,ACC-P002562-0002799
T0002800,P003052,P000622,10557.97,GBP,2025-01-10T23:50:10,bank_transfer,ACC-P003052-0002800
T0002801,P000434,P002854,18916.79,EUR,2025-06-20T18:18:42,mobile_wallet,ACC-P000434-0002801
T0002802,P001460,P003230,15534.24,GBP,2025-07-14T12:37:51,cash,ACC-P001460-0002802
T0002803,P000343,P000693,16369.53,GBP,2025-04-01T07:14:12,crypto,ACC-P000343-0002803
T0002804,P000335,P002145,2111.86,USD,2025-08-24T01:33:02,mobile_wallet,ACC-P000335-0002804
T0002805,P000096,P000036,8014.9,GBP,2025-12-10T00:18:08,cash,ACC-P000096-0002805
T0002806,P001796,P001086,18707.74,GBP,2025-11-17T23:41:39,crypto,ACC-P001796-0002806
T0002807,P003052,P002947,4957.69,USD,2025-11-23T18:22:48,cash,ACC-P003052-0002807
T0002808,P001262,P002752,13964.74,GBP,2025-06-24T05:14:33,cash,ACC-P001262-0002808
T0002809,P001781,P002541,2979.26,USD,2025-05-22T22:47:32,crypto,ACC-P001781-0002809
T0002810,P002761,P001961,2236.12,GBP,2025-01-07T22:07:34,bank_transfer,ACC-P002761-0002810
T0002811,P002095,P002705,5155.23,EUR,2025-05-14T02:49:47,crypto,ACC-P002095-0002811
T0002812,P002156,P003216,12937.46,USD,2025-04-19T21:54:32,bank_transfer,ACC-P002156-0002812
T0002813,P001858,P000118,5500.76,EUR,2025-03-26T17:52:07,bank_transfer,ACC-P001858-0002813
T0002814,P000152,P000242,6839.76,GBP,2025-08-22T16:28:01,bank_transfer,ACC-P000152-0002814
T0002815,P002322,P002442,2313.3,USD,2025-02-17T02:12:04,mobile_wallet,ACC-P002322-0002815
T0002816,P003072,P002012,17503.37,GBP,2025-12-25T04:03:44,crypto,ACC-P003072-0002816
T0002817,P000349,P002999,18086.96,USD,2025-12-08T00:33:37,cash,ACC-P000349-0002817
T0002818,P003116,P001446,13674.34,GBP,2025-10-04T02:52:02,bank_transfer,ACC-P003116-0002818
T0002819,P001050,P000100,2517.26,EUR,2025-08-28T07:58:15,mobile_wallet,ACC-P001050-0002819
T0002820,P000594,P002574,8667.43,EUR,2025-11-03T13:11:31,cash,ACC-P000594-0002820
T0002821,P002909,P002309,11645.68,USD,2025-02-11T07:03:46,cash,ACC-P002909-0002821
T0002822,P001311,P002035,3811.36,GBP,2025-11-21T11:09:21,crypto,ACC-P001311-0002822
T0002823,P000474,P000624,19845.1,GBP,2025-06-11T14:11:09,cash,ACC-P000474-0002823
T0002824,P001972,P000292,11835.11,USD,2025-01-22T20:34:39,cash,ACC-P001972-0002824
T0002825,P000853,P000473,316.97,GBP,2025-03-03T14:46:24,crypto,ACC-P000853-0002825
T0002826,P000469,P000839,1599.34,EUR,2025-10-06T18:45:53,crypto,ACC-P000469-0002826
T0002827,P002017,P002696,4838.11,USD,2025-03-11T19:40:12,crypto,ACC-P002017-0002827
T0002828,P003276,P001076,2430.99,USD,2025-08-24T22:17:58,cash,ACC-P003276-0002828
T0002829,P001200,P003470,3052.71,USD,2025-07-23T18:34:37,cash,ACC-P001200-0002829
T0002830,P002963,P003203,4258.02,EUR,2025-05-03T05:02:49,cash,ACC-P002963-0002830
T0002831,P002713,P001603,11320.95,GBP,2025-12-13T12:18:22,mobile_wallet,ACC-P002713-0002831
T0002832,P001711,P000201,17875.49,GBP,2025-03-24T02:49:18,mobile_wallet,ACC-P001711-0002832
T0002833,P001322,P000837,1985.63,EUR,2025-10-07T12:26:16,bank_transfer,ACC-P001322-0002833
T0002834,P000709,P002549,1548.28,EUR,2025-02-13T05:24:38,crypto,ACC-P000709-0002834
T0002835,P001075,P002185,13182.05,EUR,2025-06-11T03:11:48,mobile_wallet,ACC-P001075-0002835
T0002836,P003439,P000719,4850.09,GBP,2025-05-29T05:36:49,mobile_wallet,ACC-P003439-0002836
T0002837,P001279,P000099,10798.92,GBP,2025-12-19T16:50:20,cash,ACC-P001279-0002837
T0002838,P001592,P002252,1778.41,USD,2025-01-28T19:57:11,cash,ACC-P001592-0002838
T0002839,P001542,P001162,12920.01,GBP,2025-10-01T08:02:22,bank_transfer,ACC-P001542-0002839
T0002840,P000494,P002124,15776.89,GBP,2025-08-21T08:44:50,cash,ACC-P000494-0002840
T0002841,P002699,P001189,12539.06,EUR,2025-04-27T08:40:21,crypto,ACC-P002699-0002841
T0002842,P000442,P000455,2258.67,USD,2025-05-13T17:40:37,crypto,ACC-P000442-0002842
T0002843,P000059,P000636,2647.85,USD,2025-05-15T05:02:32,mobile_wallet,ACC-P000059-0002843
T0002844,P002670,P000200,9171.91,USD,2025-04-25T12:27:05,bank_transfer,ACC-P002670-0002844
T0002845,P000314,P001490,469.83,USD,2025-02-07T15:07:23,bank_transfer,ACC-P000314-0002845
T0002846,P001102,P002232,7915.84,GBP,2025-04-08T06:07:07,mobile_wallet,ACC-P001102-0002846
T0002847,P001986,P001306,15493.86,USD,2025-05-05T16:40:28,crypto,ACC-P001986-0002847
T0002848,P002700,P002780,11617.53,EUR,2025-08-25T01:37:48,bank_transfer,ACC-P002700-0002848
T0002849,P000556,P001186,1066.36,GBP,2025-10-10T03:30:32,crypto,ACC-P000556-0002849
T0002850,P003373,P000953,14426.19,USD,2025-11-06T23:47:39,mobile_wallet,ACC-P003373-0002850
T0002851,P003183,P001513,306.13,GBP,2025-06-05T03:53:34,crypto,ACC-P003183-0002851
T0002852,P003388,P000508,15573.48,GBP,2025-06-15T15:32:08,bank_transfer,ACC-P003388-0002852
T0002853,P004543,P002863,244.71,GBP,2025-08-22T14:45:05,mobile_wallet,ACC-P004543-0002853
T0002854,P001765,P000245,18886.76,EUR,2025-09-07T18:26:03,cash,ACC-P001765-0002854
T0002855,P001295,P002225,8452.63,USD,2025-07-21T08:18:20,mobile_wallet,ACC-P001295-0002855
T0002856,P002513,P000193,796.93,GBP,2025-02-11T13:59:14,mobile_wallet,ACC-P002513-0002856
T0002857,P000465,P001846,1234.26,USD,2025-09-23T03:54:45,bank_transfer,ACC-P000465-0002857
T0002858,P001457,P000067,12833.99,EUR,2025-03-02T16:17:21,bank_transfer,ACC-P001457-0002858
T0002859,P000289,P000449,16330.89,USD,2025-10-22T20:56:32,mobile_wallet,ACC-P000289-0002859
T0002860,P001979,P002330,4021.77,GBP,2025-10-02T04:27:22,bank_transfer,ACC-P001979-0002860
T0002861,P002162,P002572,12000.93,GBP,2025-01-15T13:57:27,mobile_wallet,ACC-P002162-0002861
T0002862,P000451,P000321,15571.72,EUR,2025-08-17T20:11:32,crypto,ACC-P000451-0002862
T0002863,P003024,P000274,4704.35,USD,2025-12-28T23:20:18,bank_transfer,ACC-P003024-0002863
T0002864,P002508,P002208,10816.23,EUR,2025-05-01T22:08:03,mobile_wallet,ACC-P002508-0002864
T0002865,P002823,P001613,1184.39,EUR,2025-04-21T03:24:06,cash,ACC-P002823-0002865
T0002866,P002942,P001112,772.78,USD,2025-03-05T19:15:03,crypto,ACC-P002942-0002866
T0002867,P004405,P002072,3817.05,GBP,2025-05-11T01:53:49,bank_transfer,ACC-P004405-0002867
T0002868,P003402,P002072,5998.22,GBP,2025-02-07T12:56:27,crypto,ACC-P003402-0002868
T0002869,P003682,P004238,3962.77,USD,2025-02-14T07:25:46,bank_transfer,ACC-P003682-0002869
T0002870,P002981,P001841,9510.04,GBP,2025-02-01T00:01:54,bank_transfer,ACC-P002981-0002870
T0002871,P001448,P003248,9696.01,USD,2025-01-18T06:59:38,bank_transfer,ACC-P001448-0002871
T0002872,P000461,P000987,4491.04,USD,2025-08-30T09:19:57,cash,ACC-P000461-0002872
T0002873,P002393,P002973,18542.28,EUR,2025-07-16T07:28:32,cash,ACC-P002393-0002873
T0002874,P001687,P002767,19872.93,EUR,2025-03-21T23:09:56,cash,ACC-P001687-0002874
T0002875,P001128,P004896,3991.31,EUR,2025-03-23T16:22:40,crypto,ACC-P001128-0002875
T0002876,P001147,P001317,18914.25,EUR,2025-03-03T17:56:58,mobile_wallet,ACC-P001147-0002876
T0002877,P002206,P002506,12336.45,EUR,2025-05-08T14:31:02,bank_transfer,ACC-P002206-0002877
T0002878,P001208,P002188,19322.38,EUR,2025-06-04T11:28:12,crypto,ACC-P001208-0002878
T0002879,P002712,P002222,17198.21,GBP,2025-08-10T06:59:08,cash,ACC-P002712-0002879
T0002880,P001727,P003217,8950.36,EUR,2025-12-07T07:59:35,crypto,ACC-P001727-0002880
T0002881,P001682,P000312,4074.85,EUR,2025-04-29T08:27:19,mobile_wallet,ACC-P001682-0002881
T0002882,P003319,P001919,6079.66,USD,2025-01-13T15:38:28,mobile_wallet,ACC-P003319-0002882
T0002883,P000996,P002896,17406.29,USD,2025-02-08T21:38:22,bank_transfer,ACC-P000996-0002883
T0002884,P003366,P003206,13342.51,USD,2025-05-31T06:36:38,bank_transfer,ACC-P003366-0002884
T0002885,P000840,P001440,12088.87,EUR,2025-04-28T16:45:30,crypto,ACC-P000840-0002885
T0002886,P002495,P000335,3949.42,USD,2025-11-04T14:35:31,cash,ACC-P002495-0002886
T0002887,P002273,P001163,11958.02,EUR,2025-01-04T22:36:20,mobile_wallet,ACC-P002273-0002887
T0002888,P003220,P002720,5684.67,EUR,2025-10-26T06:43:23,crypto,ACC-P003220-0002888
T0002889,P002370,P002170,3230.06,GBP,2025-08-18T00:02:37,cash,ACC-P002370-0002889
T0002890,P001161,P001961,19292.19,EUR,2025-10-23T02:35:11,mobile_wallet,ACC-P001161-0002890
T0002891,P000681,P000781,4375.33,USD,2025-12-06T12:58:44,crypto,ACC-P000681-0002891
T0002892,P001568,P003278,15105.84,GBP,2025-10-21T20:35:08,crypto,ACC-P001568-0002892
T0002893,P001999,P000259,12271.29,GBP,2025-01-21T06:11:28,mobile_wallet,ACC-P001999-0002893
T0002894,P000150,P000560,5562.85,USD,2025-06-14T17:02:32,crypto,ACC-P000150-0002894
T0002895,P000864,P000014,13201.18,USD,2025-08-07T14:11:00,mobile_wallet,ACC-P000864-0002895
T0002896,P003062,P000842,8428.4,USD,2025-07-09T02:27:56,crypto,ACC-P003062-0002896
T0002897,P003687,P000011,2785.55,USD,2025-07-15T07:13:19,mobile_wallet,ACC-P003687-0002897
T0002898,P000721,P003451,5660.57,EUR,2025-12-07T07:56:38,mobile_wallet,ACC-P000721-0002898
T0002899,P000109,P000679,3612.38,GBP,2025-08-18T15:30:28,crypto,ACC-P000109-0002899
T0002900,P000714,P001591,4278.44,EUR,2025-04-16T17:27:08,cash,ACC-P000714-0002900
T0002901,P000955,P002165,11048.78,GBP,2025-01-16T22:25:49,bank_transfer,ACC-P000955-0002901
T0002902,P002474,P003184,829.32,USD,2025-01-21T13:55:28,crypto,ACC-P002474-0002902
T0002903,P000245,P002365,5513.91,EUR,2025-04-24T15:57:02,crypto,ACC-P000245-0002903
T0002904,P002952,P001476,4995.99,EUR,2025-10-12T23:19:32,cash,ACC-P002952-0002904
T0002905,P002607,P002987,12123.39,EUR,2025-03-05T01:52:42,bank_transfer,ACC-P002607-0002905
T0002906,P002096,P002556,13691.45,EUR,2025-10-17T08:18:30,crypto,ACC-P002096-0002906
T0002907,P003797,P002392,3624.86,EUR,2025-02-06T05:31:05,bank_transfer,ACC-P003797-0002907
T0002908,P000907,P002530,643.23,EUR,2025-10-02T06:22:58,crypto,ACC-P000907-0002908
T0002909,P002043,P002263,13450.44,GBP,2025-12-11T11:23:19,bank_transfer,ACC-P002043-0002909
T0002910,P002168,P003458,6633.31,GBP,2025-08-25T23:17:02,bank_transfer,ACC-P002168-0002910
T0002911,P002366,P000667,3950.76,GBP,2025-09-23T06:46:10,cash,ACC-P002366-0002911
T0002912,P001817,P001847,13098.92,GBP,2025-05-21T08:23:44,mobile_wallet,ACC-P001817-0002912
T0002913,P003911,P004345,59.3,USD,2025-03-17T03:08:13,mobile_wallet,ACC-P003911-0002913
T0002914,P001696,P000496,3138.06,USD,2025-12-18T04:31:40,crypto,ACC-P001696-0002914
T0002915,P001220,P000710,1749.67,EUR,2025-03-17T19:16:19,crypto,ACC-P001220-0002915
T0002916,P002398,P000258,4871.36,USD,2025-03-26T01:37:07,crypto,ACC-P002398-0002916
T0002917,P000002,P000132,8622.23,EUR,2025-03-08T21:55:31,crypto,ACC-P000002-0002917
T0002918,P001115,P000665,6488.99,EUR,2025-03-17T21:37:13,cash,ACC-P001115-0002918
T0002919,P003473,P001363,16226.65,USD,2025-02-16T20:34:10,bank_transfer,ACC-P003473-0002919
T0002920,P002768,P004427,167.03,GBP,2025-08-17T13:58:35,mobile_wallet,ACC-P002768-0002920
T0002921,P003060,P001220,5351.11,USD,2025-08-20T07:01:59,bank_transfer,ACC-P003060-0002921
T0002922,P002095,P003025,17433.07,USD,2025-10-05T03:39:07,bank_transfer,ACC-P002095-0002922
T0002923,P001724,P003034,13101.93,USD,2025-06-14T09:18:30,mobile_wallet,ACC-P001724-0002923
T0002924,P002011,P001217,4287.6,USD,2025-08-02T05:33:19,mobile_wallet,ACC-P002011-0002924
T0002925,P003229,P002109,17118.93,GBP,2025-10-27T18:53:40,mobile_wallet,ACC-P003229-0002925
T0002926,P001234,P000614,3336.75,GBP,2025-12-27T01:00:09,crypto,ACC-P001234-0002926
T0002927,P000272,P000982,17230.63,USD,2025-09-06T21:47:30,cash,ACC-P000272-0002927
T0002928,P001236,P001356,8291.46,USD,2025-04-29T01:10:18,mobile_wallet,ACC-P001236-0002928
T0002929,P002320,P000290,13340.12,EUR,2025-08-28T15:34:26,bank_transfer,ACC-P002320-0002929
T0002930,P001339,P000409,6609.87,USD,2025-06-15T03:22:21,cash,ACC-P001339-0002930
T0002931,P001672,P002952,3565.55,USD,2025-12-24T00:59:41,bank_transfer,ACC-P001672-0002931
T0002932,P000114,P001124,6481.66,EUR,2025-02-10T18:13:34,crypto,ACC-P000114-0002932
T0002933,P000933,P001343,14686.68,EUR,2025-08-14T02:08:17,mobile_wallet,ACC-P000933-0002933
T0002934,P000177,P002417,10566.22,GBP,2025-09-08T08:04:26,cash,ACC-P000177-0002934
T0002935,P002515,P002545,18846.04,EUR,2025-09-22T22:07:32,crypto,ACC-P002515-0002935
T0002936,P001587,P003387,1066.8,USD,2025-06-21T16:03:29,bank_transfer,ACC-P001587-0002936
T0002937,P000967,P001247,16593.75,USD,2025-12-05T06:46:46,crypto,ACC-P000967-0002937
T0002938,P001631,P000405,1639.28,EUR,2025-07-14T08:02:13,mobile_wallet,ACC-P001631-0002938
T0002939,P002211,P000211,13574.28,GBP,2025-11-20T03:29:22,crypto,ACC-P002211-0002939
T0002940,P000500,P002450,14592.73,EUR,2025-12-01T11:54:59,bank_transfer,ACC-P000500-0002940
T0002941,P002456,P000581,1204.72,GBP,2025-11-27T15:08:51,crypto,ACC-P002456-0002941
T0002942,P000161,P002701,2103.96,USD,2025-01-10T06:57:29,cash,ACC-P000161-0002942
T0002943,P003273,P001983,3801.17,EUR,2025-01-07T05:12:16,mobile_wallet,ACC-P003273-0002943
T0002944,P004507,P002901,1602.68,GBP,2025-11-03T04:37:13,bank_transfer,ACC-P004507-0002944
T0002945,P002768,P004427,183.69,GBP,2025-11-13T08:34:32,crypto,ACC-P002768-0002945
T0002946,P003194,P000684,13356.76,EUR,2025-09-29T02:53:03,bank_transfer,ACC-P003194-0002946
T0002947,P001563,P002077,3902.88,EUR,2025-10-21T08:02:40,crypto,ACC-P001563-0002947
T0002948,P001941,P001311,15453.27,EUR,2025-09-28T06:01:59,cash,ACC-P001941-0002948
T0002949,P000419,P002519,4221.27,USD,2025-02-27T17:09:23,mobile_wallet,ACC-P000419-0002949
T0002950,P003279,P003524,1120.87,USD,2025-10-03T17:18:53,mobile_wallet,ACC-P003279-0002950
T0002951,P000649,P002389,19849.63,USD,2025-05-24T11:54:27,mobile_wallet,ACC-P000649-0002951
T0002952,P002926,P002856,9485.0,USD,2025-10-26T20:21:29,bank_transfer,ACC-P002926-0002952
T0002953,P003397,P002647,14565.89,EUR,2025-07-26T21:31:01,crypto,ACC-P003397-0002953
T0002954,P001333,P002093,2491.95,EUR,2025-10-27T13:36:02,crypto,ACC-P001333-0002954
T0002955,P002370,P002240,9783.8,EUR,2025-04-04T11:03:21,cash,ACC-P002370-0002955
T0002956,P000269,P000433,2144.79,EUR,2025-06-25T05:56:06,cash,ACC-P000269-0002956
T0002957,P000233,P003283,14755.18,GBP,2025-12-22T23:05:18,cash,ACC-P000233-0002957
T0002958,P002882,P002332,10815.67,EUR,2025-08-02T16:52:07,bank_transfer,ACC-P002882-0002958
T0002959,P004145,P003515,3369.12,GBP,2025-05-10T11:56:16,cash,ACC-P004145-0002959
T0002960,P003046,P002056,13493.14,USD,2025-09-29T18:55:21,crypto,ACC-P003046-0002960
